Product Name,Sales_totales,Porcentaje,Porcentaje_acumulado,ABC,mean,std,cv,XYZ,ABC_XYZ
Adjustable Depth Letter/Legal Cart,7439.860000000001,0.3289736455720039,29.731416771265216,A,676.3509090909091,380.3819652805465,56.24032734602549,Z,AZ
Hon 94000 Series Round Tables,7404.5,0.3274101069963552,30.05882687826157,A,1480.9,723.0675284536015,48.8262224629348,Z,AZ
Logitech diNovo Edge Keyboard,7399.704,0.32719803881171683,30.386024917073286,A,1479.9407999999999,771.8175567795798,52.151920994378955,Z,AZ
Ibico Ibimaster 300 Manual Binding System,7249.403,0.3205520712930918,30.70657698836638,A,1035.6290000000001,556.6382751587126,53.748811124322756,Z,AZ
Bretford CR4500 Series Slim Rectangular Table,7242.768,0.32025868672155816,31.026835675087938,A,905.346,325.45462665356945,35.94809350829069,Z,AZ
Samsung Galaxy S III - 16GB - pebble blue (T-Mobile),7139.796,0.31570549966805983,31.342541174755997,A,1189.9660000000001,705.5576180627633,59.29225020401954,Z,AZ
Zebra ZM400 Thermal Label Printer,6965.700000000001,0.3080073715044246,31.65054854626042,A,3482.8500000000004,1641.8312352370447,47.14045207910316,Z,AZ
"Bevis Oval Conference Table, Walnut",6942.068,0.30696241834775795,31.95751096460818,A,867.7585,674.340634598399,77.7106343064803,Z,AZ
Hon GuestStacker Chair,6936.102,0.3066986154308371,32.264209580039015,A,770.678,386.00510075645377,50.08643048801883,Z,AZ
Hoover Upright Vacuum With Dirt Cup,6832.908,0.302135612043521,32.56634519208254,A,1138.818,443.52619281390815,38.94618743415613,Z,AZ
"Tennsco Snap-Together Open Shelving Units, Starter Sets and Add-On Units",6819.312,0.3015344279237665,32.867879620006306,A,1136.552,319.47225021275324,28.108898687675822,Z,AZ
GBC DocuBind 300 Electric Binding Machine,6785.142,0.3000235084347982,33.167903128441104,A,848.14275,535.2439556207057,63.107767604062616,Z,AZ
Bretford CR8500 Series Meeting Room Furniture,6776.562000000001,0.29964412039806,33.46754724883916,A,1129.4270000000001,895.3324620316188,79.27315904716451,Z,AZ
Cisco Unified IP Phone 7945G VoIP phone,6751.602,0.2985404461093667,33.766087694948524,A,1125.267,210.20035308723917,18.680042433239326,Y,AY
Hon Every-Day Series Multi-Task Chairs,6748.482,0.29840248682328,34.0644901817718,A,674.8482,312.2266754657584,46.266208528934115,Z,AZ
ClearOne CHATAttach 160 - speaker phone,6695.892,0.29607707693376173,34.360567258705565,A,1673.973,740.5356008610704,44.23820461029362,Z,AZ
Standard Rollaway File with Lock,6594.954,0.29161382872253905,34.652181087428104,A,659.4954,353.5276981523984,53.605786811007086,Z,AZ
Hon Multipurpose Stacking Arm Chairs,6584.64,0.291157767159495,34.9433388545876,A,1097.44,262.3156266790067,23.902502795506514,Y,AY
Balt Solid Wood Round Tables,6518.754,0.28824443846619197,35.231583293053795,A,1629.6885,819.6466853083713,50.29468424845432,Z,AZ
Hon Pagoda Stacking Chairs,6483.796,0.28669867541394284,35.51828196846774,A,1620.949,990.8876669996454,61.13009520963617,Z,AZ
"Global Leather and Oak Executive Chair, Black",6410.874,0.2834742308434265,35.801756199311164,A,801.35925,573.9937400832745,71.62751788080995,Z,AZ
Sharp AL-1530CS Digital Copier,6399.872,0.28298774748909145,36.08474394680026,A,1599.968,799.9839999999999,49.99999999999999,Z,AZ
Polycom VVX 310 VoIP phone,6227.654,0.2753726602034276,36.36011660700369,A,778.45675,410.8629757069694,52.7791654073228,Z,AZ
Bush Advantage Collection Racetrack Conference Table,6151.045,0.2719851848996415,36.63210179190333,A,1025.1741666666667,500.79543157597465,48.84979039262187,Z,AZ
Samsung Galaxy S4,6134.701999999999,0.27126253470332284,36.903364326606656,A,1226.9404,534.1129220612435,43.532100015717425,Z,AZ
Samsung Galaxy S4 Mini,6109.87,0.2701645202827768,37.17352884688943,A,1221.974,644.4178211284974,52.73580461846957,Z,AZ
Global Comet Stacking Arm Chair,6084.144,0.2690269752206405,37.44255582211007,A,1216.8288,339.85145426303535,27.929274378041953,Z,AZ
Global Ergonomic Managers Chair,6008.536,0.26568376185447395,37.70823958396455,A,546.2305454545454,298.7889562752826,54.70015522962846,Z,AZ
Canon PC1080F Personal Copier,5999.9,0.2653018976254212,37.97354148158997,A,1499.975,774.5837592969959,51.63977794943222,Z,AZ
"Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black",5989.204,0.26482894489337544,38.23837042648334,A,544.4730909090908,285.1444497055675,52.370714818884835,Z,AZ
Hon 5100 Series Wood Tables,5965.09,0.2637626787957173,38.50213310527906,A,852.1557142857143,537.2540195083743,63.046460934514315,Z,AZ
"Sanyo Counter Height Refrigerator with Crisper, 3.6 Cubic Foot, Stainless Steel/Black",5906.52,0.2611728469411996,38.76330595222026,A,1968.8400000000001,568.3551519956513,28.86751345948128,Z,AZ
Global Leather Executive Chair,5861.532999999999,0.2591836243760776,39.022489576596335,A,837.361857142857,472.82950625090666,56.4665684515697,Z,AZ
"Office Impressions End Table, 20-1/2""H x 24""W x 20""D",5801.816,0.2565430747968351,39.27903265139317,A,1160.3632,801.7768072594766,69.09705575456691,Z,AZ
Zebra GX420t Direct Thermal/Thermal Transfer Printer,5787.355,0.2559036423493674,39.53493629374254,A,1929.118333333333,1456.326584186505,75.49182230154389,Z,AZ
Iceberg Mobile Mega Data/Printer Cart,5751.774,0.2543303316576209,39.78926662540016,A,718.97175,507.3365750904423,70.56418768754715,Z,AZ
Safco Contoured Stacking Chairs,5697.76,0.25194195573496564,40.04120858113512,A,712.22,532.2307173182912,74.72841500074293,Z,AZ
Canon PC940 Copier,5669.874,0.2507089003978462,40.29191748153297,A,1889.9579999999999,1105.9139390585508,58.515265368783375,Z,AZ
Bretford “Just In Time” Height-Adjustable Multi-Task Work Tables,5634.9,0.2491624298620787,40.54107991139505,A,1408.725,588.6918606254605,41.78898369983216,Z,AZ
Logitech Z-906 Speaker sys - home theater - 5.1-CH,5609.83,0.24805389162419655,40.78913380301925,A,1402.4575,315.941371288514,22.52769665309031,Y,AY
Deluxe Rollaway Locking File with Drawer,5572.792,0.24641615571455636,41.0355499587338,A,1114.5584000000001,666.9657266732677,59.84125431859538,Z,AZ
"Atlantic Metals Mobile 5-Shelf Bookcases, Custom Colors",5492.885,0.24288285037054153,41.278432809104345,A,686.610625,455.32454236229523,66.314811595334,Z,AZ
"Dual Level, Single-Width Filing Carts",5489.124,0.24271654752599922,41.521149356630346,A,686.1405,431.13133710108735,62.83426457133595,Z,AZ
"Global High-Back Leather Tilter, Burgundy",5436.158,0.2403745117737987,41.76152386840415,A,388.297,288.627232814497,74.33156393546615,Z,AZ
Hon Olson Stacker Chairs,5427.99,0.24001334143765898,42.00153720984181,A,1356.9975,923.667360753318,68.06699059897443,Z,AZ
Ibico Hi-Tech Manual Binding System,5398.323,0.23870153434139854,42.24023874418321,A,490.7566363636364,325.19845194904383,66.26470797392972,Z,AZ
Wilson SignalBoost 841262 DB PRO Amplifier Kit,5327.26,0.23555929051217545,42.47579803469539,A,887.8766666666667,504.2726930011843,56.79535367162679,Z,AZ
Hon Olson Stacker Stools,5294.456,0.23410877242859002,42.70990680712398,A,529.4456,439.61394160942825,83.03288224690662,Z,AZ
GE 30524EE4,5291.7300000000005,0.2339882349241438,42.94389504204812,A,587.97,284.0164928485668,48.30458915396479,Z,AZ
Hon 2090 “Pillow Soft” Series Mid Back Swivel/Tilt Chairs,5282.424,0.2335767448227584,43.177471786870875,A,880.404,321.18689303270145,36.48176212655797,Z,AZ
"Lifetime Advantage Folding Chairs, 4/Carton",5212.112,0.23046770850117995,43.407939495372055,A,744.5874285714286,416.9129480450553,55.992477450894896,Z,AZ
"Atlantic Metals Mobile 4-Shelf Bookcases, Custom Colors",5184.081,0.22922824159467514,43.63716773696673,A,864.0135,449.3703925083405,52.00964944510016,Z,AZ
Razer Tiamat Over Ear 7.1 Surround Sound PC Gaming Headset,5119.744000000001,0.22638340614949665,43.863551143116226,A,731.392,496.20862034161934,67.84441453305742,Z,AZ
"Chromcraft 48"" x 96"" Racetrack Double Pedestal Table",5098.176,0.2254297183667027,44.08898086148293,A,849.696,699.1863811945997,82.28665089568501,Z,AZ
Hoover Shoulder Vac Commercial Portable Vacuum,5009.48,0.22150778348249056,44.310488644965424,A,834.9133333333333,852.3830192383391,102.09239512743906,Z,AZ
Panasonic KX-TG9471B,4978.146000000001,0.22012226544715752,44.530610910412584,A,711.1637142857144,234.56498433605006,32.983261044419955,Z,AZ
Chromcraft Rectangular Conference Tables,4952.673,0.21899590746815578,44.74960681788074,A,550.297,487.91912640877285,88.66468950562566,Z,AZ
Apple iPhone 5S,4901.914000000001,0.2167514602237736,44.966358278104515,A,1225.4785000000002,1016.9703586232656,82.98557327796982,Z,AZ
O'Sullivan 2-Door Barrister Bookcase in Odessa Pine,4886.46,0.21606811958044567,45.182426397684964,A,698.0657142857143,531.7504437464735,76.17484040031668,Z,AZ
Brother DCP1000 Digital 3 in 1 Multifunction Machine,4859.838,0.2148909554412793,45.39731735312624,A,694.2625714285714,272.4401272566489,39.24165560244071,Z,AZ
Fellowes Staxonsteel Drawer Files,4829.25,0.21353842382499133,45.61085577695123,A,689.8928571428571,188.51461709146812,27.325202042558928,Z,AZ
Smead Adjustable Mobile File Trolley with Lockable Top,4778.766,0.2113061364535815,45.82216191340481,A,1592.9219999999998,1164.7147191874928,73.11812626026214,Z,AZ
High-Back Leather Manager's Chair,4770.633,0.21094651373763834,46.03310842714245,A,530.0703333333333,523.5942409710024,98.77825791124619,Z,AZ
SAFCO Boltless Steel Shelving,4704.696,0.2080309299406205,46.24113935708307,A,470.4696,246.43553028246558,52.38075537345358,Z,AZ
Global Executive Mid-Back Manager's Chair,4626.582,0.20457690696838562,46.445716264051455,A,771.0970000000001,385.9189098030829,50.04803673248409,Z,AZ
DMI Arturo Collection Mission-style Design Wood Chair,4619.987999999999,0.2042853353233678,46.650001599374825,A,419.998909090909,298.30058049740853,71.02413221574373,Z,AZ
Polycom CX600 IP Phone VoIP phone,4619.2300000000005,0.20425181829168398,46.854253417666506,A,1154.8075000000001,891.6473081278642,77.21176976490577,Z,AZ
Letter Size Cart,4600.092,0.20340557956824598,47.05765899723475,A,575.0115,349.07905416190675,60.70818656007867,Z,AZ
"Bevis Round Bullnose 29"" High Table Top",4544.925,0.2009662206145465,47.2586252178493,A,908.985,427.53661821065106,47.03450752329808,Z,AZ
Fellowes Officeware Wire Shelving,4509.466,0.19939830448462773,47.458023522333924,A,409.95145454545457,188.56909937758286,45.99790957850467,Z,AZ
Samsung Galaxy Note 2,4507.902,0.19932914797070478,47.65735267030463,A,2253.951,455.3668675891999,20.20305089104421,Y,AY
"Fellowes Strictly Business Drawer File, Letter/Legal Size",4479.03,0.19805249396176441,47.855405164266394,A,639.8614285714285,315.2499844794377,49.268477580102484,Z,AZ
Sanyo 2.5 Cubic Foot Mid-Size Office Refrigerators,4476.96,0.1979609632815723,48.05336612754797,A,1119.24,946.4032951041538,84.55767262643882,Z,AZ
KI Adjustable-Height Table,4466.661,0.19750556498432667,48.25087169253229,A,262.74476470588235,133.64880201928926,50.86639962889321,Z,AZ
"Riverside Furniture Oval Coffee Table, Oval End Table, End Table with Drawer",4446.175,0.1965997207744641,48.44747141330676,A,889.235,859.1145527954931,96.61276859272218,Z,AZ
Nortel Meridian M3904 Professional Digital phone,4434.912,0.19610169659523527,48.64357310990199,A,443.49120000000005,211.48956675543124,47.687432525252184,Z,AZ
Global Commerce Series Low-Back Swivel/Tilt Chairs,4420.056,0.19544479814840726,48.8390179080504,A,631.4365714285714,331.3803825248045,52.480391146031444,Z,AZ
Sharp 1540cs Digital Laser Copier,4399.92,0.19455443014050958,49.03357233819091,A,628.5600000000001,187.47357404178328,29.82588361362213,Z,AZ
Logitech G19 Programmable Gaming Keyboard,4389.246,0.1940824501983016,49.22765478838921,A,548.65575,265.57769861500583,48.40516090736419,Z,AZ
"Tennsco Stur-D-Stor Boltless Shelving, 5 Shelves, 24"" Deep, Sand",4384.044,0.193852429619384,49.42150721800859,A,626.292,301.5232169303054,48.1441910371369,Z,AZ
"Hon Practical Foundations 30 x 60 Training Table, Light Gray/Charcoal",4334.8275,0.19167618820794693,49.61318340621654,A,722.47125,519.280367691072,71.87557535210874,Z,AZ
Bevis 36 x 72 Conference Tables,4332.252,0.19156230547034558,49.80474571168689,A,541.5315,506.3807961239672,93.50901953514563,Z,AZ
GBC DocuBind TL200 Manual Binding Machine,4322.814,0.19114497862993346,49.99589069031683,A,720.469,332.34184300806896,46.12854168716058,Z,AZ
"Chromcraft Bull-Nose Wood 48"" x 96"" Rectangular Conference Tables",4297.644,0.1900320186200613,50.185922708936886,A,716.274,530.7742224818384,74.10212048487567,Z,AZ
Cisco 9971 IP Video Phone Charcoal,4268.0,0.1887212285313585,50.37464393746824,A,2134.0,1337.8460300049478,62.69194142478668,Z,AZ
Motorola L703CM,4211.73,0.18623309743260977,50.560877034900855,A,701.9549999999999,342.7523087052806,48.8282452159014,Z,AZ
GBC DocuBind 200 Manual Binding Machine,4209.799999999999,0.18614775723320356,50.747024792134056,A,1052.4499999999998,873.639161280369,83.01003955345804,Z,AZ
Hewlett Packard 310 Color Digital Copier,4199.86,0.18570823309740186,50.93273302523146,A,699.9766666666666,450.0516595070689,64.29523738987523,Z,AZ
"SAFCO Commercial Wire Shelving, Black",4199.456,0.1856903691385625,51.11842339437002,A,419.9456,215.11236420645113,51.223864283005014,Z,AZ
Office Star - Mid Back Dual function Ergonomic High Back Chair with 2-Way Adjustable Arms,4185.48,0.18507238228524608,51.30349577665527,A,837.0959999999999,441.88936693928264,52.788373966580025,Z,AZ
"Global Wood Trimmed Manager's Task Chair, Khaki",4166.884,0.18425010956599372,51.48774588622126,A,297.6345714285714,131.76663325376788,44.27127958332294,Z,AZ
Wireless Extenders zBoost YX545 SOHO Signal Booster,4044.3860000000004,0.1788335273137364,51.666579413535,A,577.7694285714286,377.79996664851507,65.38940067885719,Z,AZ
Samsung Galaxy S4 Active,3999.92,0.17686734218068215,51.84344675571568,A,1999.96,2121.2779171527714,106.06601717798212,Z,AZ
WD My Passport Ultra 2TB Portable External Hard Drive,3998.4,0.17680013124643482,52.02024688696212,A,499.8,292.3209195387836,58.48757893933245,Z,AZ
Canon imageCLASS MF7460 Monochrome Digital Laser Multifunction Copier,3991.98,0.17651625348467959,52.1967631404468,A,3991.98,,,Z,AZ
Office Star - Contemporary Swivel Chair with Padded Adjustable Arms and Flex Back,3989.734,0.17641694048578516,52.373180080932585,A,569.962,452.15234474381896,79.33026144616991,Z,AZ
Hon 4070 Series Pagoda Round Back Stacking Chairs,3980.152,0.1759932462937075,52.54917332722629,A,663.3586666666666,145.91945203661732,21.997067253202992,Y,AY
Polycom SoundStation2 EX Conference phone,3968.5099999999998,0.1754784635986367,52.72465179082493,A,992.1274999999999,364.455,36.734693877551024,Z,AZ
Hon Racetrack Conference Tables,3963.901,0.17527466412761958,52.89992645495255,A,660.6501666666667,283.9075282851208,42.973958474510965,Z,AZ
Canon Image Class D660 Copier,3959.9339999999997,0.175099252432778,53.07502570738533,A,1979.9669999999999,1442.4737919899965,72.85342594043217,Z,AZ
Fellowes High-Stak Drawer Files,3946.656,0.17451212954795156,53.24953783693328,A,493.332,164.2041107402613,33.28470700061243,Z,AZ
Cisco SPA301,3930.9480000000003,0.17381755760376913,53.42335539453705,A,491.36850000000004,566.6784756856648,115.3265778505673,Z,AZ
Luxo Professional Fluorescent Magnifier Lamp with Clamp-Mount Base,3861.056,0.17072709272454847,53.594082487261595,A,772.2112,361.7534487509414,46.84643899893467,Z,AZ
Honeywell Enviracaire Portable HEPA Air Cleaner for 16' x 20' Room,3855.1800000000003,0.17046726940241863,53.76454975666401,A,1285.0600000000002,573.228366272989,44.60712855998855,Z,AZ
Polycom SoundPoint IP 450 VoIP phone,3839.62,0.16977924168078132,53.93432899834479,A,639.9366666666666,526.3394195013962,82.24867348874048,Z,AZ
Google Nexus 5,3815.788,0.1687254449801348,54.10305444332492,A,763.1576,686.0429291617253,89.89531509110638,Z,AZ
Hon Non-Folding Utility Tables,3775.647,0.16695050148564625,54.270004944810566,A,755.1294,266.0047686918413,35.226382218973505,Z,AZ
Logitech VX Revolution Cordless Laser Mouse for Notebooks (Black),3743.7920000000004,0.16554194601824548,54.43554689082881,A,748.7584,532.3567488769162,71.0986012146129,Z,AZ
"SAFCO PlanMaster Heigh-Adjustable Drafting Table Base, 43w x 30d x 30-37h, Black",3739.115,0.16533513974227518,54.600882030571086,A,747.823,651.7031702354991,87.14671389292641,Z,AZ
"Office Star - Contemporary Task Swivel chair with Loop Arms, Charcoal",3680.538,0.16274499836371817,54.763627028934806,A,408.94866666666667,157.55453722758986,38.526727208041564,Z,AZ
Polycom VoiceStation 500 Conference phone,3657.38,0.16172100440628395,54.92534803334109,A,731.476,394.8365997219609,53.97806622800487,Z,AZ
"Situations Contoured Folding Chairs, 4/Set",3641.274,0.1610088338095815,55.08635686715067,A,242.7516,155.0969267858006,63.89120680802953,Z,AZ
Canon PC-428 Personal Copier,3639.818,0.16094445280940775,55.24730131996008,A,727.9636,503.08517035667035,69.10856124628626,Z,AZ
Toshiba IPT2010-SD IP Telephone,3613.74,0.15979134310986676,55.407092663069946,A,451.7175,276.2871094573283,61.16369400285097,Z,AZ
"Bush Cubix Conference Tables, Fully Assembled",3603.288,0.1593291795014765,55.56642184257142,A,900.822,608.7831268840052,67.58084581460102,Z,AZ
Pyle PMP37LED,3590.026,0.1587427641001684,55.72516460667159,A,359.0026,284.0395841350286,79.11908831162465,Z,AZ
Global Adaptabilities Conference Tables,3540.348,0.15654611621099765,55.88171072288259,A,885.087,573.7773966164929,64.82723129099092,Z,AZ
"24 Capacity Maxi Data Binder Racks, Pearl",3537.24,0.1564086875375498,56.03811941042014,A,884.31,488.6695708417566,55.259984715965736,Z,AZ
Avanti 4.4 Cu. Ft. Refrigerator,3511.012,0.1552489451800239,56.193368355600164,A,501.5731428571429,221.5839491986642,44.17779387796593,Z,AZ
Fellowes Super Stor/Drawer Files,3489.48,0.15429684923514642,56.34766520483531,A,436.185,195.3925139668501,44.795789393686185,Z,AZ
Hon Rectangular Conference Tables,3481.515,0.15394465509614633,56.501609859931456,A,870.37875,978.9720052719842,112.47655176232006,Z,AZ
"Global Airflow Leather Mesh Back Chair, Black",3472.54,0.15354780106004773,56.655157660991506,A,434.0675,146.76933459684278,33.81256016560622,Z,AZ
"Iceberg OfficeWorks 42"" Round Tables",3457.442,0.15288020192500404,56.80803786291651,A,493.92028571428574,320.3616636166663,64.86100548661884,Z,AZ
"Global Adaptabilites Bookcase, Cherry/Storm Gray Finish",3447.84,0.15245562337852836,56.960493486295036,A,1723.92,609.4977611115565,35.35533905932738,Z,AZ
Aastra 57i VoIP phone,3426.132,0.15149574511494854,57.111989231409986,A,571.022,484.47073355570194,84.84274398459287,Z,AZ
O'Sullivan Living Dimensions 5-Shelf Bookcases,3420.7704,0.151258667387935,57.26324789879792,A,570.1283999999999,454.2265266904257,79.67091740920567,Z,AZ
Geemarc AmpliPOWER60,3415.04,0.1510052821658225,57.41425318096374,A,310.4581818181818,194.67500906989483,62.70571061448309,Z,AZ
Hewlett-Packard Desktjet 6988DT Refurbished Printer,3404.5,0.15053922739808107,57.564792408361825,A,3404.5,,,Z,AZ
Bush Advantage Collection Round Conference Table,3401.6000000000004,0.15041099601037233,57.7152034043722,A,850.4000000000001,738.7148947552996,86.86675620358649,Z,AZ
Fellowes Stor/Drawer Steel Plus Storage Drawers,3397.308,0.15022121355656337,57.86542461792876,A,424.6635,210.75003829384508,49.6275376371751,Z,AZ
"Chromcraft Bull-Nose Wood Round Conference Table Top, Wood Base",3354.89,0.14834558631386346,58.013770204242626,A,559.1483333333333,257.27214938011974,46.011430964374945,Z,AZ
